Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2021-07-24,TO,Tonga,WPRO,0,0,0,0
2021-07-25,TO,Tonga,WPRO,0,0,0,0
2021-07-26,TO,Tonga,WPRO,0,0,0,0
2021-07-27,TO,Tonga,WPRO,0,0,0,0
2021-07-28,TO,Tonga,WPRO,0,0,0,0
2021-07-29,TO,Tonga,WPRO,0,0,0,0
2021-07-30,TO,Tonga,WPRO,0,0,0,0
2021-07-31,TO,Tonga,WPRO,0,0,0,0
2021-08-01,TO,Tonga,WPRO,0,0,0,0
2021-08-02,TO,Tonga,WPRO,0,0,0,0
2021-08-03,TO,Tonga,WPRO,0,0,0,0
2021-08-04,TO,Tonga,WPRO,0,0,0,0
2021-08-05,TO,Tonga,WPRO,0,0,0,0
2021-08-06,TO,Tonga,WPRO,0,0,0,0
2021-08-07,TO,Tonga,WPRO,0,0,0,0
2021-08-08,TO,Tonga,WPRO,0,0,0,0
2021-08-09,TO,Tonga,WPRO,0,0,0,0
2021-08-10,TO,Tonga,WPRO,0,0,0,0
2021-08-11,TO,Tonga,WPRO,0,0,0,0
2021-08-12,TO,Tonga,WPRO,0,0,0,0
2021-08-13,TO,Tonga,WPRO,0,0,0,0
2021-08-14,TO,Tonga,WPRO,0,0,0,0
2021-08-15,TO,Tonga,WPRO,0,0,0,0
2021-08-16,TO,Tonga,WPRO,0,0,0,0
2021-08-17,TO,Tonga,WPRO,0,0,0,0
2021-08-18,TO,Tonga,WPRO,0,0,0,0
2021-08-19,TO,Tonga,WPRO,0,0,0,0
2021-08-20,TO,Tonga,WPRO,0,0,0,0
2021-08-21,TO,Tonga,WPRO,0,0,0,0
2021-08-22,TO,Tonga,WPRO,0,0,0,0
2021-08-23,TO,Tonga,WPRO,0,0,0,0
2021-08-24,TO,Tonga,WPRO,0,0,0,0
2021-08-25,TO,Tonga,WPRO,0,0,0,0
2021-08-26,TO,Tonga,WPRO,0,0,0,0
2021-08-27,TO,Tonga,WPRO,0,0,0,0
2021-08-28,TO,Tonga,WPRO,0,0,0,0
2021-08-29,TO,Tonga,WPRO,0,0,0,0
2021-08-30,TO,Tonga,WPRO,0,0,0,0
2021-08-31,TO,Tonga,WPRO,0,0,0,0
2021-09-01,TO,Tonga,WPRO,0,0,0,0
2021-09-02,TO,Tonga,WPRO,0,0,0,0
2021-09-03,TO,Tonga,WPRO,0,0,0,0
2021-09-04,TO,Tonga,WPRO,0,0,0,0
2021-09-05,TO,Tonga,WPRO,0,0,0,0
2021-09-06,TO,Tonga,WPRO,0,0,0,0
2021-09-07,TO,Tonga,WPRO,0,0,0,0
2021-09-08,TO,Tonga,WPRO,0,0,0,0
2021-09-09,TO,Tonga,WPRO,0,0,0,0
2021-09-10,TO,Tonga,WPRO,0,0,0,0
2021-09-11,TO,Tonga,WPRO,0,0,0,0
2021-09-12,TO,Tonga,WPRO,0,0,0,0
2021-09-13,TO,Tonga,WPRO,0,0,0,0
2021-09-14,TO,Tonga,WPRO,0,0,0,0
2021-09-15,TO,Tonga,WPRO,0,0,0,0
2021-09-16,TO,Tonga,WPRO,0,0,0,0
2021-09-17,TO,Tonga,WPRO,0,0,0,0
2021-09-18,TO,Tonga,WPRO,0,0,0,0
2021-09-19,TO,Tonga,WPRO,0,0,0,0
2021-09-20,TO,Tonga,WPRO,0,0,0,0
2021-09-21,TO,Tonga,WPRO,0,0,0,0
2021-09-22,TO,Tonga,WPRO,0,0,0,0
2021-09-23,TO,Tonga,WPRO,0,0,0,0
2021-09-24,TO,Tonga,WPRO,0,0,0,0
2021-09-25,TO,Tonga,WPRO,0,0,0,0
2021-09-26,TO,Tonga,WPRO,0,0,0,0
2021-09-27,TO,Tonga,WPRO,0,0,0,0
2021-09-28,TO,Tonga,WPRO,0,0,0,0
2021-09-29,TO,Tonga,WPRO,0,0,0,0
2021-09-30,TO,Tonga,WPRO,0,0,0,0
2021-10-01,TO,Tonga,WPRO,0,0,0,0
2021-10-02,TO,Tonga,WPRO,0,0,0,0
2021-10-03,TO,Tonga,WPRO,0,0,0,0
2021-10-04,TO,Tonga,WPRO,0,0,0,0
2021-10-05,TO,Tonga,WPRO,0,0,0,0
2021-10-06,TO,Tonga,WPRO,0,0,0,0
2021-10-07,TO,Tonga,WPRO,0,0,0,0
2021-10-08,TO,Tonga,WPRO,0,0,0,0
2021-10-09,TO,Tonga,WPRO,0,0,0,0
2021-10-10,TO,Tonga,WPRO,0,0,0,0
2021-10-11,TO,Tonga,WPRO,0,0,0,0
2021-10-12,TO,Tonga,WPRO,0,0,0,0
2021-10-13,TO,Tonga,WPRO,0,0,0,0
2021-10-14,TO,Tonga,WPRO,0,0,0,0
2021-10-15,TO,Tonga,WPRO,0,0,0,0
2021-10-16,TO,Tonga,WPRO,0,0,0,0
2021-10-17,TO,Tonga,WPRO,0,0,0,0
2021-10-18,TO,Tonga,WPRO,0,0,0,0
2021-10-19,TO,Tonga,WPRO,0,0,0,0
2021-10-20,TO,Tonga,WPRO,0,0,0,0
2021-10-21,TO,Tonga,WPRO,0,0,0,0
2021-10-22,TO,Tonga,WPRO,0,0,0,0
2021-10-23,TO,Tonga,WPRO,0,0,0,0
2021-10-24,TO,Tonga,WPRO,0,0,0,0
2021-10-25,TO,Tonga,WPRO,0,0,0,0
2021-10-26,TO,Tonga,WPRO,0,0,0,0
2021-10-27,TO,Tonga,WPRO,0,0,0,0
2021-10-28,TO,Tonga,WPRO,0,0,0,0
2021-10-29,TO,Tonga,WPRO,0,0,0,0
2021-10-30,TO,Tonga,WPRO,1,1,0,0
2021-10-31,TO,Tonga,WPRO,0,1,0,0
2021-11-01,TO,Tonga,WPRO,0,1,0,0
2021-11-02,TO,Tonga,WPRO,0,1,0,0
2021-11-03,TO,Tonga,WPRO,0,1,0,0
2021-11-04,TO,Tonga,WPRO,0,1,0,0
2021-11-05,TO,Tonga,WPRO,0,1,0,0
2021-11-06,TO,Tonga,WPRO,0,1,0,0
2021-11-07,TO,Tonga,WPRO,0,1,0,0
2021-11-08,TO,Tonga,WPRO,0,1,0,0
2021-11-09,TO,Tonga,WPRO,0,1,0,0
2021-11-10,TO,Tonga,WPRO,0,1,0,0
2021-11-11,TO,Tonga,WPRO,0,1,0,0
2021-11-12,TO,Tonga,WPRO,0,1,0,0
2021-11-13,TO,Tonga,WPRO,0,1,0,0
2021-11-14,TO,Tonga,WPRO,0,1,0,0
2021-11-15,TO,Tonga,WPRO,0,1,0,0
2021-11-16,TO,Tonga,WPRO,0,1,0,0
2021-11-17,TO,Tonga,WPRO,0,1,0,0
2021-11-18,TO,Tonga,WPRO,0,1,0,0
2021-11-19,TO,Tonga,WPRO,0,1,0,0
2021-11-20,TO,Tonga,WPRO,0,1,0,0
2021-11-21,TO,Tonga,WPRO,0,1,0,0
2021-11-22,TO,Tonga,WPRO,0,1,0,0
2021-11-23,TO,Tonga,WPRO,0,1,0,0
2021-11-24,TO,Tonga,WPRO,0,1,0,0
2021-11-25,TO,Tonga,WPRO,0,1,0,0
2021-11-26,TO,Tonga,WPRO,0,1,0,0
2021-11-27,TO,Tonga,WPRO,0,1,0,0
2021-11-28,TO,Tonga,WPRO,0,1,0,0
2021-11-29,TO,Tonga,WPRO,0,1,0,0
2021-11-30,TO,Tonga,WPRO,0,1,0,0
2021-12-01,TO,Tonga,WPRO,0,1,0,0
2021-12-02,TO,Tonga,WPRO,0,1,0,0
2021-12-03,TO,Tonga,WPRO,0,1,0,0
2021-12-04,TO,Tonga,WPRO,0,1,0,0
2021-12-05,TO,Tonga,WPRO,0,1,0,0
2021-12-06,TO,Tonga,WPRO,0,1,0,0
2021-12-07,TO,Tonga,WPRO,0,1,0,0
2021-12-08,TO,Tonga,WPRO,0,1,0,0
2021-12-09,TO,Tonga,WPRO,0,1,0,0
2021-12-10,TO,Tonga,WPRO,0,1,0,0
2021-12-11,TO,Tonga,WPRO,0,1,0,0
2021-12-12,TO,Tonga,WPRO,0,1,0,0
2021-12-13,TO,Tonga,WPRO,0,1,0,0
2021-12-14,TO,Tonga,WPRO,0,1,0,0
2021-12-15,TO,Tonga,WPRO,0,1,0,0
2021-12-16,TO,Tonga,WPRO,0,1,0,0
2021-12-17,TO,Tonga,WPRO,0,1,0,0
2021-12-18,TO,Tonga,WPRO,0,1,0,0
2021-12-19,TO,Tonga,WPRO,0,1,0,0
2021-12-20,TO,Tonga,WPRO,0,1,0,0
2021-12-21,TO,Tonga,WPRO,0,1,0,0
2021-12-22,TO,Tonga,WPRO,0,1,0,0
2021-12-23,TO,Tonga,WPRO,0,1,0,0
2021-12-24,TO,Tonga,WPRO,0,1,0,0
2021-12-25,TO,Tonga,WPRO,0,1,0,0
2021-12-26,TO,Tonga,WPRO,0,1,0,0
2021-12-27,TO,Tonga,WPRO,0,1,0,0
2021-12-28,TO,Tonga,WPRO,0,1,0,0
2021-12-29,TO,Tonga,WPRO,0,1,0,0
2021-12-30,TO,Tonga,WPRO,0,1,0,0
2021-12-31,TO,Tonga,WPRO,0,1,0,0
2022-01-01,TO,Tonga,WPRO,0,1,0,0
2022-01-02,TO,Tonga,WPRO,0,1,0,0
2022-01-03,TO,Tonga,WPRO,0,1,0,0
2022-01-04,TO,Tonga,WPRO,0,1,0,0
2022-01-05,TO,Tonga,WPRO,0,1,0,0
2022-01-06,TO,Tonga,WPRO,0,1,0,0
2022-01-07,TO,Tonga,WPRO,0,1,0,0
2022-01-08,TO,Tonga,WPRO,0,1,0,0
2022-01-09,TO,Tonga,WPRO,0,1,0,0
2022-01-10,TO,Tonga,WPRO,0,1,0,0
2022-01-11,TO,Tonga,WPRO,0,1,0,0
2022-01-12,TO,Tonga,WPRO,0,1,0,0
2022-01-13,TO,Tonga,WPRO,0,1,0,0
2022-01-14,TO,Tonga,WPRO,0,1,0,0
2022-01-15,TO,Tonga,WPRO,0,1,0,0
2022-01-16,TO,Tonga,WPRO,0,1,0,0
2022-01-17,TO,Tonga,WPRO,0,1,0,0
2022-01-18,TO,Tonga,WPRO,0,1,0,0
2022-01-19,TO,Tonga,WPRO,0,1,0,0
2022-01-20,TO,Tonga,WPRO,0,1,0,0
2022-01-21,TO,Tonga,WPRO,0,1,0,0
2022-01-22,TO,Tonga,WPRO,0,1,0,0
2022-01-23,TO,Tonga,WPRO,0,1,0,0
2022-01-24,TO,Tonga,WPRO,0,1,0,0
2022-01-25,TO,Tonga,WPRO,0,1,0,0
2022-01-26,TO,Tonga,WPRO,0,1,0,0
2022-01-27,TO,Tonga,WPRO,0,1,0,0
2022-01-28,TO,Tonga,WPRO,0,1,0,0
2022-01-29,TO,Tonga,WPRO,0,1,0,0
2022-01-30,TO,Tonga,WPRO,0,1,0,0
2022-01-31,TO,Tonga,WPRO,0,1,0,0
2022-02-01,TO,Tonga,WPRO,1,2,0,0
2022-02-02,TO,Tonga,WPRO,3,5,0,0
2022-02-03,TO,Tonga,WPRO,1,6,0,0
2022-02-04,TO,Tonga,WPRO,1,7,0,0
2022-02-05,TO,Tonga,WPRO,1,8,0,0
2022-02-06,TO,Tonga,WPRO,3,11,0,0
2022-02-07,TO,Tonga,WPRO,10,21,0,0
2022-02-08,TO,Tonga,WPRO,13,34,0,0
2022-02-09,TO,Tonga,WPRO,14,48,0,0
2022-02-10,TO,Tonga,WPRO,18,66,0,0
2022-02-11,TO,Tonga,WPRO,7,73,0,0
2022-02-12,TO,Tonga,WPRO,0,73,0,0
2022-02-13,TO,Tonga,WPRO,0,73,0,0
2022-02-14,TO,Tonga,WPRO,68,141,0,0
2022-02-15,TO,Tonga,WPRO,0,141,0,0
2022-02-16,TO,Tonga,WPRO,0,141,0,0
2022-02-17,TO,Tonga,WPRO,0,141,0,0
2022-02-18,TO,Tonga,WPRO,69,210,0,0
2022-02-19,TO,Tonga,WPRO,0,210,0,0
2022-02-20,TO,Tonga,WPRO,0,210,0,0
2022-02-21,TO,Tonga,WPRO,21,231,0,0
2022-02-22,TO,Tonga,WPRO,23,254,0,0
2022-02-23,TO,Tonga,WPRO,15,269,0,0
2022-02-24,TO,Tonga,WPRO,18,287,0,0
2022-02-25,TO,Tonga,WPRO,0,287,0,0
2022-02-26,TO,Tonga,WPRO,68,355,0,0
2022-02-27,TO,Tonga,WPRO,0,355,0,0
2022-02-28,TO,Tonga,WPRO,0,355,0,0
2022-03-01,TO,Tonga,WPRO,0,355,0,0
2022-03-02,TO,Tonga,WPRO,0,355,0,0
2022-03-03,TO,Tonga,WPRO,0,355,0,0
2022-03-04,TO,Tonga,WPRO,280,635,0,0
2022-03-05,TO,Tonga,WPRO,0,635,0,0
2022-03-06,TO,Tonga,WPRO,0,635,0,0
2022-03-07,TO,Tonga,WPRO,367,1002,0,0
2022-03-08,TO,Tonga,WPRO,57,1059,0,0
2022-03-09,TO,Tonga,WPRO,161,1220,0,0
2022-03-10,TO,Tonga,WPRO,100,1320,0,0
2022-03-11,TO,Tonga,WPRO,0,1320,0,0
2022-03-12,TO,Tonga,WPRO,0,1320,0,0
2022-03-13,TO,Tonga,WPRO,0,1320,0,0
2022-03-14,TO,Tonga,WPRO,543,1863,2,2
2022-03-15,TO,Tonga,WPRO,209,2072,0,2
2022-03-16,TO,Tonga,WPRO,0,2072,0,2
2022-03-17,TO,Tonga,WPRO,185,2257,0,2
2022-03-18,TO,Tonga,WPRO,273,2530,0,2
2022-03-19,TO,Tonga,WPRO,0,2530,0,2
2022-03-20,TO,Tonga,WPRO,235,2765,0,2
2022-03-21,TO,Tonga,WPRO,653,3418,0,2
2022-03-22,TO,Tonga,WPRO,366,3784,0,2
2022-03-23,TO,Tonga,WPRO,390,4174,0,2
2022-03-24,TO,Tonga,WPRO,363,4537,0,2
2022-03-25,TO,Tonga,WPRO,335,4872,0,2
2022-03-26,TO,Tonga,WPRO,0,4872,0,2
2022-03-27,TO,Tonga,WPRO,0,4872,0,2
2022-03-28,TO,Tonga,WPRO,719,5591,0,2
2022-03-29,TO,Tonga,WPRO,256,5847,0,2
2022-03-30,TO,Tonga,WPRO,297,6144,4,6
2022-03-31,TO,Tonga,WPRO,279,6423,0,6
2022-04-01,TO,Tonga,WPRO,0,6423,0,6
2022-04-02,TO,Tonga,WPRO,0,6423,0,6
2022-04-03,TO,Tonga,WPRO,0,6423,0,6
2022-04-04,TO,Tonga,WPRO,704,7127,3,9
2022-04-05,TO,Tonga,WPRO,107,7234,0,9
2022-04-06,TO,Tonga,WPRO,151,7385,0,9
2022-04-07,TO,Tonga,WPRO,143,7528,0,9
2022-04-08,TO,Tonga,WPRO,137,7665,0,9
2022-04-09,TO,Tonga,WPRO,0,7665,0,9
2022-04-10,TO,Tonga,WPRO,0,7665,0,9
2022-04-11,TO,Tonga,WPRO,266,7931,0,9
2022-04-12,TO,Tonga,WPRO,513,8444,0,9
2022-04-13,TO,Tonga,WPRO,115,8559,2,11
2022-04-14,TO,Tonga,WPRO,202,8761,0,11
2022-04-15,TO,Tonga,WPRO,0,8761,0,11
2022-04-16,TO,Tonga,WPRO,0,8761,0,11
2022-04-17,TO,Tonga,WPRO,0,8761,0,11
2022-04-18,TO,Tonga,WPRO,264,9025,0,11
2022-04-19,TO,Tonga,WPRO,81,9106,0,11
2022-04-20,TO,Tonga,WPRO,114,9220,0,11
2022-04-21,TO,Tonga,WPRO,0,9220,0,11
2022-04-22,TO,Tonga,WPRO,248,9468,0,11
2022-04-23,TO,Tonga,WPRO,0,9468,0,11
2022-04-24,TO,Tonga,WPRO,0,9468,0,11
2022-04-25,TO,Tonga,WPRO,85,9553,0,11
2022-04-26,TO,Tonga,WPRO,144,9697,0,11
2022-04-27,TO,Tonga,WPRO,141,9838,0,11
2022-04-28,TO,Tonga,WPRO,0,9838,0,11
2022-04-29,TO,Tonga,WPRO,227,10065,0,11
2022-04-30,TO,Tonga,WPRO,0,10065,0,11
2022-05-01,TO,Tonga,WPRO,0,10065,0,11
2022-05-02,TO,Tonga,WPRO,131,10196,0,11
2022-05-03,TO,Tonga,WPRO,256,10452,0,11
2022-05-04,TO,Tonga,WPRO,42,10494,0,11
2022-05-05,TO,Tonga,WPRO,0,10494,0,11
2022-05-06,TO,Tonga,WPRO,210,10704,0,11
2022-05-07,TO,Tonga,WPRO,0,10704,0,11
2022-05-08,TO,Tonga,WPRO,0,10704,0,11
2022-05-09,TO,Tonga,WPRO,61,10765,0,11
2022-05-10,TO,Tonga,WPRO,0,10765,0,11
2022-05-11,TO,Tonga,WPRO,61,10826,0,11
2022-05-12,TO,Tonga,WPRO,124,10950,0,11
2022-05-13,TO,Tonga,WPRO,0,10950,0,11
2020-01-03,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-01-04,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-01-05,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-01-06,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-01-07,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-01-08,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-01-09,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-01-10,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-01-11,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-01-12,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-01-13,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-01-14,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-01-15,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-01-16,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-01-17,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-01-18,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-01-19,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-01-20,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-01-21,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-01-22,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-01-23,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-01-24,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-01-25,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-01-26,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-01-27,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-01-28,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-01-29,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-01-30,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-01-31,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-02-01,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-02-02,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-02-03,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-02-04,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-02-05,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-02-06,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-02-07,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-02-08,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-02-09,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-02-10,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-02-11,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-02-12,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-02-13,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-02-14,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-02-15,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-02-16,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-02-17,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-02-18,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-02-19,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-02-20,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-02-21,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-02-22,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-02-23,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-02-24,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-02-25,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-02-26,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-02-27,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-02-28,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-02-29,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-03-01,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-03-02,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-03-03,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-03-04,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-03-05,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-03-06,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-03-07,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-03-08,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-03-09,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-03-10,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-03-11,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-03-12,TT,Trinidad and Tobago,AMRO,0,0,0,0
2020-03-13,TT,Trinidad and Tobago,AMRO,5,5,0,0
2020-03-14,TT,Trinidad and Tobago,AMRO,-4,1,0,0
2020-03-15,TT,Trinidad and Tobago,AMRO,0,1,0,0
2020-03-16,TT,Trinidad and Tobago,AMRO,1,2,0,0
2020-03-17,TT,Trinidad and Tobago,AMRO,2,4,0,0
2020-03-18,TT,Trinidad and Tobago,AMRO,1,5,0,0
2020-03-19,TT,Trinidad and Tobago,AMRO,2,7,0,0
2020-03-20,TT,Trinidad and Tobago,AMRO,2,9,0,0
2020-03-21,TT,Trinidad and Tobago,AMRO,0,9,0,0
2020-03-22,TT,Trinidad and Tobago,AMRO,0,9,0,0
2020-03-23,TT,Trinidad and Tobago,AMRO,41,50,0,0
2020-03-24,TT,Trinidad and Tobago,AMRO,0,50,0,0
2020-03-25,TT,Trinidad and Tobago,AMRO,3,53,0,0
2020-03-26,TT,Trinidad and Tobago,AMRO,7,60,0,0
2020-03-27,TT,Trinidad and Tobago,AMRO,1,61,1,1
2020-03-28,TT,Trinidad and Tobago,AMRO,5,66,1,2
2020-03-29,TT,Trinidad and Tobago,AMRO,8,74,0,2
2020-03-30,TT,Trinidad and Tobago,AMRO,2,76,1,3
2020-03-31,TT,Trinidad and Tobago,AMRO,6,82,0,3
2020-04-01,TT,Trinidad and Tobago,AMRO,3,85,0,3
2020-04-02,TT,Trinidad and Tobago,AMRO,4,89,2,5
2020-04-03,TT,Trinidad and Tobago,AMRO,1,90,0,5
2020-04-04,TT,Trinidad and Tobago,AMRO,7,97,1,6
2020-04-05,TT,Trinidad and Tobago,AMRO,3,100,0,6
2020-04-06,TT,Trinidad and Tobago,AMRO,0,100,0,6
2020-04-07,TT,Trinidad and Tobago,AMRO,5,105,2,8
2020-04-08,TT,Trinidad and Tobago,AMRO,1,106,0,8
2020-04-09,TT,Trinidad and Tobago,AMRO,1,107,0,8
2020-04-10,TT,Trinidad and Tobago,AMRO,2,109,0,8
2020-04-11,TT,Trinidad and Tobago,AMRO,0,109,0,8
2020-04-12,TT,Trinidad and Tobago,AMRO,0,109,0,8
2020-04-13,TT,Trinidad and Tobago,AMRO,3,112,0,8
2020-04-14,TT,Trinidad and Tobago,AMRO,1,113,0,8
2020-04-15,TT,Trinidad and Tobago,AMRO,0,113,0,8
2020-04-16,TT,Trinidad and Tobago,AMRO,1,114,0,8
2020-04-17,TT,Trinidad and Tobago,AMRO,0,114,0,8
2020-04-18,TT,Trinidad and Tobago,AMRO,0,114,0,8
2020-04-19,TT,Trinidad and Tobago,AMRO,0,114,0,8
2020-04-20,TT,Trinidad and Tobago,AMRO,0,114,0,8
2020-04-21,TT,Trinidad and Tobago,AMRO,0,114,0,8
2020-04-22,TT,Trinidad and Tobago,AMRO,0,114,0,8
2020-04-23,TT,Trinidad and Tobago,AMRO,1,115,0,8
2020-04-24,TT,Trinidad and Tobago,AMRO,0,115,0,8
2020-04-25,TT,Trinidad and Tobago,AMRO,0,115,0,8
2020-04-26,TT,Trinidad and Tobago,AMRO,0,115,0,8
2020-04-27,TT,Trinidad and Tobago,AMRO,0,115,0,8
2020-04-28,TT,Trinidad and Tobago,AMRO,1,116,0,8
2020-04-29,TT,Trinidad and Tobago,AMRO,0,116,0,8
2020-04-30,TT,Trinidad and Tobago,AMRO,0,116,0,8
2020-05-01,TT,Trinidad and Tobago,AMRO,0,116,0,8
2020-05-02,TT,Trinidad and Tobago,AMRO,0,116,0,8
2020-05-03,TT,Trinidad and Tobago,AMRO,0,116,0,8
2020-05-04,TT,Trinidad and Tobago,AMRO,0,116,0,8
2020-05-05,TT,Trinidad and Tobago,AMRO,0,116,0,8
2020-05-06,TT,Trinidad and Tobago,AMRO,0,116,0,8
2020-05-07,TT,Trinidad and Tobago,AMRO,0,116,0,8
2020-05-08,TT,Trinidad and Tobago,AMRO,0,116,0,8
2020-05-09,TT,Trinidad and Tobago,AMRO,0,116,0,8
2020-05-10,TT,Trinidad and Tobago,AMRO,0,116,0,8
2020-05-11,TT,Trinidad and Tobago,AMRO,0,116,0,8
2020-05-12,TT,Trinidad and Tobago,AMRO,0,116,0,8
2020-05-13,TT,Trinidad and Tobago,AMRO,0,116,0,8
2020-05-14,TT,Trinidad and Tobago,AMRO,0,116,0,8
2020-05-15,TT,Trinidad and Tobago,AMRO,0,116,0,8
2020-05-16,TT,Trinidad and Tobago,AMRO,0,116,0,8
2020-05-17,TT,Trinidad and Tobago,AMRO,0,116,0,8
2020-05-18,TT,Trinidad and Tobago,AMRO,0,116,0,8
2020-05-19,TT,Trinidad and Tobago,AMRO,0,116,0,8
2020-05-20,TT,Trinidad and Tobago,AMRO,0,116,0,8
2020-05-21,TT,Trinidad and Tobago,AMRO,0,116,0,8
2020-05-22,TT,Trinidad and Tobago,AMRO,0,116,0,8
2020-05-23,TT,Trinidad and Tobago,AMRO,0,116,0,8
2020-05-24,TT,Trinidad and Tobago,AMRO,0,116,0,8
2020-05-25,TT,Trinidad and Tobago,AMRO,0,116,0,8
2020-05-26,TT,Trinidad and Tobago,AMRO,0,116,0,8
2020-05-27,TT,Trinidad and Tobago,AMRO,0,116,0,8
2020-05-28,TT,Trinidad and Tobago,AMRO,0,116,0,8
2020-05-29,TT,Trinidad and Tobago,AMRO,0,116,0,8
2020-05-30,TT,Trinidad and Tobago,AMRO,0,116,0,8
2020-05-31,TT,Trinidad and Tobago,AMRO,0,116,0,8
2020-06-01,TT,Trinidad and Tobago,AMRO,1,117,0,8
2020-06-02,TT,Trinidad and Tobago,AMRO,0,117,0,8
2020-06-03,TT,Trinidad and Tobago,AMRO,0,117,0,8
2020-06-04,TT,Trinidad and Tobago,AMRO,0,117,0,8
2020-06-05,TT,Trinidad and Tobago,AMRO,0,117,0,8
2020-06-06,TT,Trinidad and Tobago,AMRO,0,117,0,8
2020-06-07,TT,Trinidad and Tobago,AMRO,0,117,0,8
2020-06-08,TT,Trinidad and Tobago,AMRO,0,117,0,8
2020-06-09,TT,Trinidad and Tobago,AMRO,0,117,0,8
2020-06-10,TT,Trinidad and Tobago,AMRO,0,117,0,8
2020-06-11,TT,Trinidad and Tobago,AMRO,0,117,0,8
2020-06-12,TT,Trinidad and Tobago,AMRO,0,117,0,8
2020-06-13,TT,Trinidad and Tobago,AMRO,0,117,0,8
2020-06-14,TT,Trinidad and Tobago,AMRO,0,117,0,8
2020-06-15,TT,Trinidad and Tobago,AMRO,0,117,0,8
2020-06-16,TT,Trinidad and Tobago,AMRO,6,123,0,8
